#
# Shavian1000 1.0 generated from template.
#
# This is an example tab-separated wordlist file that can be edited in a spreadsheet
# program or regenerated from a wordlist tool. See lexical model documentation at 
# https://help.keyman.com/developer/ for tools.
#
# Columns
# =======
# WORD	FREQUENCY	(Optional)NOTES
#
𐑣𐑨𐑝𐑩𐑯𐑑	12
𐑣𐑻𐑛	12
𐑣𐑳𐑯𐑦	12
𐑥𐑨𐑑𐑼	12
𐑥𐑲𐑕𐑧𐑤𐑓	12
𐑒𐑫𐑛𐑩𐑯𐑑	12
𐑦𐑜𐑟𐑨𐑒𐑑𐑤𐑦	12
𐑣𐑨𐑝𐑦𐑙	11
𐑭	11
𐑐𐑮𐑪𐑚𐑩𐑚𐑤𐑦	11
𐑣𐑨𐑐𐑩𐑯	11
𐑢𐑰𐑝	11
𐑣𐑻𐑑	11
𐑚𐑶	11
𐑚𐑴𐑔	11
𐑢𐑲𐑤	11
𐑛𐑧𐑛	11
𐑜𐑪𐑑𐑩	11
𐑜𐑭𐑑𐑩	11
𐑩𐑤𐑴𐑯	11
𐑕𐑦𐑯𐑕	11
𐑦𐑒𐑕𐑒𐑿𐑟	11
𐑕𐑑𐑸𐑑	11
𐑒𐑦𐑤	11
𐑣𐑸𐑛	11
𐑿𐑛	11
𐑑𐑩𐑛𐑱	11
𐑒𐑸	10
𐑮𐑧𐑛𐑦	10
𐑩𐑯𐑑𐑦𐑤	10
𐑢𐑦𐑞𐑬𐑑	10
𐑢𐑪𐑑𐑧𐑝𐑼	10
𐑢𐑪𐑯𐑑𐑕	10
𐑣𐑴𐑤𐑛	10
𐑢𐑪𐑯𐑩	10
𐑢𐑭𐑯𐑩	10
𐑘𐑧𐑑	10
𐑕𐑰𐑯	10
𐑛𐑰𐑤	10
𐑑𐑫𐑒	10
𐑢𐑳𐑯𐑕	10
𐑜𐑪𐑯	10
𐑒𐑷𐑤𐑛	10
𐑥𐑹𐑯𐑦𐑙	10
𐑕𐑩𐑐𐑴𐑟𐑛	10
𐑓𐑮𐑧𐑯𐑛𐑟	10
𐑣𐑧𐑛	10
𐑕𐑑𐑳𐑓	10
𐑥𐑴𐑕𐑑	10
𐑿𐑟𐑛	10
𐑢𐑳𐑮𐑦	10
𐑕𐑧𐑒𐑩𐑯𐑛	10
𐑐𐑸𐑑	10
𐑑𐑮𐑵𐑔	9
𐑕𐑒𐑵𐑤	9
𐑓𐑱𐑕	9
𐑓𐑼𐑜𐑧𐑑	9
𐑑𐑮𐑵	9
𐑚𐑦𐑟𐑯𐑩𐑕	9
𐑒𐑷𐑟	9
𐑰𐑗	9
𐑕𐑵𐑯	9
𐑯𐑴𐑟	9
𐑓𐑿	9
𐑑𐑧𐑤𐑦𐑙	9
𐑢𐑲𐑓	9
𐑣𐑵𐑟	9
𐑿𐑟	9
𐑗𐑭𐑯𐑕	9
𐑮𐑳𐑯	9
𐑥𐑵𐑝	9
𐑧𐑯𐑦𐑢𐑳𐑯	9
𐑐𐑻𐑕𐑩𐑯	9
𐑕𐑳𐑥𐑚𐑪𐑛𐑦	9
𐑛𐑼	9
𐑣𐑸𐑑	9
𐑕𐑳𐑗	9
𐑥𐑦𐑕	9
𐑥𐑨𐑮𐑦𐑛	9
𐑐𐑶𐑯𐑑	9
𐑤𐑱𐑑𐑼	9
𐑥𐑱𐑒𐑦𐑙	9
𐑥𐑰𐑑	9
𐑥𐑥	9
𐑧𐑯𐑦𐑢𐑱	9
𐑥𐑧𐑯𐑦	9
𐑓𐑴𐑯	8
𐑮𐑰𐑟𐑩𐑯	8
𐑛𐑨𐑥	8
𐑤𐑪𐑕𐑑	8
𐑤𐑫𐑒𐑕	8
𐑚𐑮𐑦𐑙	8
𐑒𐑱𐑕	8
𐑑𐑻𐑯	8
𐑢𐑦𐑖	8
𐑑𐑩𐑥𐑪𐑮𐑴	8
𐑒𐑦𐑛𐑟	8
𐑑𐑮𐑳𐑕𐑑	8
𐑗𐑧𐑒	8
𐑗𐑱𐑯𐑡	8
𐑧𐑯𐑛	8
𐑤𐑱𐑑	8
𐑧𐑯𐑦𐑥𐑹	8
𐑓𐑲𐑝	8
𐑤𐑰𐑕𐑑	8
𐑑𐑬𐑯	8
𐑸𐑯𐑑	8
𐑣𐑭	8
𐑢𐑻𐑒𐑦𐑙	8
𐑘𐑽	8
𐑥𐑱𐑒𐑕	8
𐑑𐑱𐑒𐑦𐑙	8
𐑥𐑰𐑯𐑟	8
𐑚𐑮𐑳𐑞𐑼	8
𐑐𐑤𐑱	8
𐑣𐑱𐑑	8
𐑩𐑜𐑴	8
𐑕𐑧𐑟	8
𐑚𐑿𐑑𐑦𐑓𐑩𐑤	8
𐑜𐑱𐑝	8
𐑓𐑨𐑒𐑑	8
𐑒𐑮𐑱𐑟𐑦	8
𐑐𐑸𐑑𐑦	8
𐑕𐑦𐑑	8
𐑤𐑦𐑝	8
𐑴𐑐𐑩𐑯	8
𐑩𐑓𐑮𐑱𐑛	8
𐑚𐑦𐑑𐑢𐑰𐑯	8
𐑦𐑥𐑐𐑹𐑑𐑩𐑯𐑑	8
𐑮𐑧𐑕𐑑	7
𐑓𐑳𐑯	7
𐑒𐑦𐑛	7
𐑢𐑻𐑛	7
𐑢𐑪𐑗	7
𐑜𐑤𐑨𐑛	7
𐑧𐑝𐑮𐑦𐑢𐑳𐑯	7
𐑛𐑱𐑟	7
𐑕𐑦𐑕𐑑𐑼	7
𐑥𐑦𐑯𐑦𐑑𐑕	7
𐑧𐑝𐑮𐑦𐑚𐑪𐑛𐑦	7
𐑚𐑦𐑑	7
𐑒𐑳𐑐𐑩𐑤	7
𐑢𐑴	7
𐑰𐑞𐑼	7
𐑲𐑞𐑼	7
𐑥𐑕𐑟	7
𐑓𐑰𐑤𐑦𐑙	7
𐑛𐑷𐑑𐑼	7
𐑢𐑬	7
𐑜𐑧𐑑𐑕	7
𐑭𐑕𐑒𐑑	7
𐑳𐑯𐑛𐑼	7
𐑚𐑮𐑱𐑒	7
𐑐𐑮𐑪𐑥𐑦𐑕	7
𐑛𐑹	7
𐑕𐑧𐑑	7
𐑒𐑤𐑴𐑕	7
𐑣𐑨𐑯𐑛	7
𐑰𐑟𐑦	7
𐑒𐑢𐑧𐑕𐑗𐑩𐑯	7
𐑛𐑪𐑒𐑑𐑼	7
𐑑𐑮𐑲𐑛	7
𐑓𐑸	7
𐑢𐑷𐑒	7
𐑯𐑰𐑛𐑟	7
𐑑𐑮𐑳𐑚𐑩𐑤	7
𐑥𐑲𐑯	7
𐑞𐑴	7
𐑑𐑲𐑥𐑟	6
𐑛𐑦𐑓𐑼𐑩𐑯𐑑	6
𐑮𐑧𐑛	6
𐑒𐑦𐑤𐑛	6
𐑣𐑪𐑕𐑐𐑦𐑑𐑩𐑤	6
𐑧𐑯𐑦𐑚𐑪𐑛𐑦	6
𐑕𐑨𐑥	6
𐑷𐑤𐑮𐑲𐑑	6
𐑢𐑧𐑛𐑦𐑙	6
𐑖𐑳𐑑	6
𐑱𐑚𐑩𐑤	6
𐑛𐑲	6
𐑐𐑻𐑓𐑦𐑒𐑑	6
𐑐𐑩𐑤𐑰𐑕	6
𐑕𐑑𐑨𐑯𐑛	6
𐑒𐑳𐑥𐑟	6
𐑣𐑦𐑑	6
𐑕𐑑𐑹𐑦	6
𐑘𐑩	6
𐑢𐑱𐑑𐑦𐑙	6
𐑛𐑦𐑯𐑼	6
𐑩𐑜𐑱𐑯𐑕𐑑	6
𐑓𐑳𐑯𐑦	6
𐑣𐑳𐑟𐑚𐑩𐑯𐑛	6
𐑷𐑤𐑥𐑴𐑕𐑑	6
𐑕𐑑𐑿𐑐𐑦𐑛	6
𐑐𐑱	6
𐑭𐑯𐑕𐑼	6
𐑓𐑹	6
𐑪𐑓𐑦𐑕	6
𐑒𐑵𐑤	6
𐑲𐑟	6
𐑯𐑿𐑟	6
𐑗𐑲𐑤𐑛	6
𐑖𐑫𐑛𐑩𐑯𐑑	6
𐑣𐑭𐑓	6
𐑕𐑲𐑛	6
𐑘𐑹𐑟	6
𐑥𐑴𐑥𐑩𐑯𐑑	6
𐑕𐑤𐑰𐑐	6
𐑢𐑺𐑟	6
𐑕𐑑𐑸𐑑𐑩𐑛	6
𐑘𐑳𐑙	6
𐑥𐑧𐑯	6
𐑕𐑬𐑯𐑛𐑟	6
𐑕𐑳𐑯𐑦	6
𐑤𐑳𐑒𐑦	6
𐑐𐑦𐑒	6
𐑕𐑳𐑥𐑑𐑲𐑥𐑟	6
𐑚𐑧𐑛	6
𐑷𐑤𐑕𐑴	6
𐑛𐑱𐑑	6
𐑤𐑲𐑯	6
𐑐𐑤𐑨𐑯	6
𐑬𐑼𐑟	6
𐑤𐑵𐑟	5
𐑓𐑲𐑼	5
𐑓𐑮𐑰	5
𐑣𐑨𐑯𐑛𐑟	5
𐑕𐑽𐑾𐑕	5
𐑤𐑦𐑴	5
𐑖𐑦𐑑	5
𐑚𐑦𐑣𐑲𐑯𐑛	5
𐑦𐑯𐑕𐑲𐑛	5
𐑩𐑣𐑧𐑛	5
𐑢𐑰𐑒	5
𐑢𐑳𐑯𐑛𐑼𐑓𐑩𐑤	5
𐑓𐑲𐑑	5
𐑐𐑭𐑕𐑑	5
𐑒𐑳𐑑	5
𐑒𐑢𐑲𐑑	5
𐑯𐑳𐑥𐑚𐑼	5
𐑣𐑰𐑤	5
𐑕𐑦𐑒	5
𐑦𐑑𐑩𐑤	5
𐑜𐑱𐑥	5
𐑰𐑑	5
𐑯𐑴𐑚𐑪𐑛𐑦	5
𐑜𐑴𐑟	5
𐑛𐑧𐑔	5
𐑩𐑤𐑪𐑙	5
𐑕𐑱𐑝	5
𐑕𐑰𐑥𐑟	5
𐑓𐑲𐑯𐑩𐑤𐑦	5
𐑢𐑳𐑮𐑦𐑛	5
𐑳𐑐𐑕𐑧𐑑	5
𐑑𐑼𐑰𐑟𐑩	5
𐑒𐑸𐑤𐑦	5
𐑰𐑔𐑩𐑯	5
𐑥𐑧𐑑	5
𐑚𐑫𐑒	5
𐑚𐑮𐑷𐑑	5
𐑕𐑰𐑥	5
𐑕𐑹𐑑	5
𐑕𐑱𐑓	5
𐑤𐑦𐑝𐑦𐑙	5
𐑗𐑦𐑤𐑛𐑮𐑩𐑯	5
𐑢𐑻𐑯𐑑	5
𐑤𐑰𐑝𐑦𐑙	5
𐑓𐑮𐑳𐑯𐑑	5
𐑖𐑪𐑑	5
𐑤𐑳𐑝𐑛	5
𐑭𐑕𐑒𐑦𐑙	5
𐑮𐑳𐑯𐑦𐑙	5
𐑒𐑤𐑽	5
𐑓𐑦𐑜𐑼	5
𐑣𐑪𐑑	5
𐑓𐑧𐑤𐑑	5
𐑕𐑦𐑒𐑕	5
𐑐𐑺𐑩𐑯𐑑𐑕	5
𐑛𐑮𐑦𐑙𐑒	5
𐑨𐑚𐑕𐑩𐑤𐑵𐑑𐑤𐑦	5
𐑣𐑬𐑟	5
𐑛𐑨𐑛𐑦	5
𐑕𐑢𐑰𐑑	5
𐑩𐑤𐑲𐑝	5
𐑐𐑷𐑤	5
𐑕𐑧𐑯𐑕	5
𐑥𐑧𐑯𐑑	5
𐑛𐑱𐑝𐑦𐑛	5
𐑣𐑨𐑐𐑩𐑯𐑟	5
𐑕𐑐𐑧𐑖𐑩𐑤	5
𐑚𐑧𐑑	5
𐑚𐑤𐑳𐑛	5
𐑱𐑯𐑑	5
𐑒𐑦𐑛𐑦𐑙	5
𐑤𐑲	5
𐑓𐑫𐑤	5
𐑥𐑰𐑑𐑦𐑙	5
𐑛𐑽	5
𐑒𐑪𐑓𐑦	4
𐑕𐑰𐑦𐑙	4
𐑕𐑬𐑯𐑛	4
𐑓𐑷𐑤𐑑	4
𐑢𐑷𐑑𐑼	4
𐑓𐑳𐑒	4
𐑑𐑧𐑯	4
𐑢𐑦𐑥𐑦𐑯	4
𐑡𐑪𐑯	4
𐑢𐑧𐑤𐑒𐑩𐑥	4
𐑥𐑳𐑯𐑔𐑕	4
𐑕𐑐𐑰𐑒	4
𐑡𐑧𐑯	4
𐑤𐑱𐑛𐑦	4
𐑔𐑦𐑙𐑒𐑕	4
𐑒𐑮𐑦𐑕𐑥𐑩𐑕	4
𐑚𐑪𐑛𐑦	4
𐑹𐑛𐑼	4
𐑬𐑑𐑕𐑲𐑛	4
𐑣𐑨𐑙	4
𐑐𐑪𐑕𐑩𐑚𐑩𐑤	4
𐑢𐑻𐑕	4
𐑒𐑳𐑥𐑐𐑩𐑯𐑦	4
𐑥𐑦𐑕𐑑𐑱𐑒	4
𐑵	4
𐑣𐑨𐑯𐑛𐑩𐑤	4
𐑕𐑐𐑧𐑯𐑛	4
𐑑𐑴𐑑𐑩𐑤𐑦	4
𐑜𐑦𐑝𐑦𐑙	4
𐑒𐑩𐑯𐑑𐑮𐑴𐑤	4
𐑣𐑽𐑟	4
𐑥𐑨𐑮𐑦𐑡	4
𐑮𐑾𐑤𐑲𐑟	4
𐑐𐑬𐑼	4
𐑐𐑮𐑧𐑟𐑦𐑛𐑩𐑯𐑑	4
𐑩𐑯𐑤𐑧𐑕	4
𐑕𐑧𐑒𐑕	4
𐑜𐑻𐑤𐑟	4
𐑕𐑧𐑯𐑛	4
𐑯𐑰𐑛𐑩𐑛	4
𐑑𐑱𐑒𐑩𐑯	4
𐑛𐑲𐑛	4
𐑕𐑒𐑺𐑛	4
𐑐𐑦𐑒𐑗𐑼	4
𐑑𐑷𐑒𐑑	4
𐑡𐑱𐑒	4
𐑨𐑤	4
𐑨𐑕	4
𐑣𐑳𐑯𐑛𐑮𐑩𐑛	4
𐑗𐑱𐑯𐑡𐑛	4
𐑒𐑩𐑥𐑐𐑤𐑰𐑑𐑤𐑦	4
𐑦𐑒𐑕𐑐𐑤𐑱𐑯	4
𐑐𐑤𐑱𐑦𐑙	4
𐑕𐑻𐑑𐑩𐑯𐑤𐑦	4
𐑕𐑲𐑯	4
𐑚𐑶𐑟	4
𐑮𐑦𐑤𐑱𐑖𐑩𐑯𐑖𐑦𐑐	4
𐑥𐑲𐑒𐑩𐑤	4
𐑤𐑳𐑝𐑟	4
𐑓𐑳𐑒𐑦𐑙	4
𐑣𐑺	4
𐑤𐑲𐑦𐑙	4
𐑗𐑶𐑕	4
𐑧𐑯𐑦𐑢𐑺	4
𐑕𐑰𐑒𐑮𐑩𐑑	4
𐑓𐑿𐑗𐑼	4
𐑢𐑽𐑛	4
𐑤𐑳𐑒	4
𐑖𐑧𐑤	4
𐑤𐑵𐑦𐑕	4
𐑥𐑨𐑒𐑕	4
𐑑𐑻𐑯𐑛	4
𐑯𐑴𐑯	4
𐑑𐑳𐑗	4
𐑒𐑦𐑕	4
𐑒𐑮𐑱𐑯	4
𐑒𐑢𐑧𐑕𐑗𐑩𐑯𐑟	4
𐑪𐑚𐑝𐑾𐑕𐑤𐑦	4
𐑢𐑳𐑯𐑛𐑼	4
𐑐𐑱𐑯	4
𐑒𐑷𐑤𐑦𐑙	4
𐑕𐑳𐑥𐑢𐑺	4
𐑔𐑮𐑴	4
𐑕𐑑𐑮𐑱𐑑	4
𐑜𐑮𐑱𐑕	4
𐑒𐑴𐑤𐑛	4
𐑢𐑲𐑑	4
𐑓𐑭𐑕𐑑	4
𐑯𐑨𐑑𐑩𐑤𐑦	4
𐑢𐑻𐑛𐑟	4
𐑓𐑵𐑛	4
𐑯𐑳𐑯	4
𐑛𐑮𐑲𐑝	4
𐑓𐑰𐑤𐑦𐑙𐑟	4
𐑞𐑱𐑤	4
𐑢𐑻𐑒𐑑	4
𐑥𐑨𐑮𐑦	4
𐑤𐑲𐑑	4
𐑑𐑧𐑕𐑑	4
𐑛𐑮𐑪𐑐	4
𐑒𐑨𐑯𐑪𐑑	4
𐑓𐑮𐑨𐑙𐑒	4
𐑕𐑧𐑯𐑑	4
𐑕𐑦𐑑𐑦	4
𐑛𐑮𐑰𐑥	3
𐑐𐑮𐑩𐑑𐑧𐑒𐑑	3
𐑑𐑢𐑧𐑯𐑑𐑦	3
𐑒𐑤𐑭𐑕	3
𐑤𐑵𐑕𐑦	3
𐑕𐑼𐑐𐑮𐑲𐑟	3
𐑕𐑢𐑰𐑑𐑣𐑸𐑑	3
𐑓𐑹𐑧𐑝𐑼	3
𐑐𐑫𐑼	3
𐑤𐑫𐑒𐑑	3
𐑥𐑨𐑛	3
𐑦𐑒𐑕𐑧𐑐𐑑	3
𐑜𐑳𐑯	3
𐑘𐑩𐑯𐑴	3
𐑛𐑭𐑯𐑕	3
𐑑𐑱𐑒𐑕	3
𐑩𐑐𐑮𐑰𐑖𐑦𐑱𐑑	3
𐑦𐑕𐑐𐑧𐑖𐑩𐑤𐑦	3
𐑕𐑦𐑗𐑵𐑱𐑖𐑩𐑯	3
𐑚𐑦𐑕𐑲𐑛𐑟	3
𐑢𐑰𐑒𐑕	3
𐑐𐑫𐑤	3
𐑣𐑦𐑥𐑕𐑧𐑤𐑓	3
𐑣𐑨𐑟𐑩𐑯𐑑	3
𐑨𐑒𐑑	3
𐑢𐑻𐑔	3
𐑖𐑧𐑮𐑦𐑛𐑩𐑯	3
𐑩𐑥𐑱𐑟𐑦𐑙	3
𐑑𐑪𐑐	3
𐑜𐑦𐑝𐑩𐑯	3
𐑦𐑒𐑕𐑐𐑧𐑒𐑑	3
𐑚𐑧𐑯	3
𐑮𐑭𐑞𐑼	3
𐑡𐑵𐑤𐑾𐑯	3
𐑦𐑯𐑝𐑪𐑤𐑝𐑛	3
𐑐𐑰𐑕	3
𐑕𐑢𐑺	3
𐑚𐑦𐑟𐑦	3
𐑤𐑷	3
𐑛𐑦𐑕𐑲𐑛𐑩𐑛	3
𐑚𐑤𐑨𐑒	3
𐑡𐑴𐑦	3
𐑣𐑨𐑐𐑩𐑯𐑦𐑙	3
𐑥𐑵𐑝𐑦	3
𐑢𐑧𐑛	3
𐑒𐑨𐑗	3
𐑨𐑯𐑑𐑴𐑯𐑦𐑴	3
𐑒𐑳𐑯𐑑𐑮𐑦	3
𐑤𐑧𐑕	3
𐑐𐑼𐑣𐑨𐑐𐑕	3
𐑕𐑑𐑧𐑐	3
𐑓𐑷𐑤	3
